month,candidate_id,score,family,rule,leverage,lookback,threshold_bps,hard_pass_target_years_relaxed,hard_pass_complete_years_relaxed,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_target_year_return_pct,max_drawdown_pct,orders,turnover,selected_month_count,selected_candidate_count,symbol,prev_candidate_return_pct,prev_candidate_dd_pct
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps20,5.926628989316894,single_symbol,symbol_reversal,1.0,1536,20,False,False,-50.83621113000811,-32.47122408894002,-19.34387387243416,-19.77733035270284,-19.77733035270284,-95.63097500885873,996,1086.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps100,5.926628989316894,single_symbol,symbol_reversal,1.0,1536,100,False,False,-51.547338194589145,-30.795788548806456,-26.791838943606027,-15.969605519040996,-26.791838943606027,-96.04070362137612,1157,1160.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback1536_threshold_bps50,5.926628989316894,single_symbol,symbol_reversal,1.0,1536,50,False,False,-52.4754889072719,-34.57545764494171,-21.72675129923805,-18.35628244327228,-21.72675129923805,-96.16854209900636,1105,1114.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback768_threshold_bps400,5.926628989316894,single_symbol,symbol_reversal,1.0,768,400,False,False,-56.654389104980815,-56.82499527276852,-33.23379088211923,-22.08807682110998,-33.23379088211923,-99.09055104913423,2154,2155.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback768_threshold_bps200,5.926628989316894,single_symbol,symbol_reversal,1.0,768,200,False,False,-66.07946132209635,-63.33420619643076,-49.799464354251775,-28.236227106700078,-49.799464354251775,-99.7230923990054,2516,2517.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback768_threshold_bps20,5.926628989316894,single_symbol,symbol_reversal,1.0,768,20,False,False,-69.55876268340842,-60.23738454963639,-66.59871596444464,-29.129127378572328,-66.59871596444464,-99.78419484887266,2583,2824.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback768_threshold_bps50,5.926628989316894,single_symbol,symbol_reversal,1.0,768,50,False,False,-69.7869473223919,-59.576856145250765,-59.06584283618295,-29.137452298961875,-59.06584283618295,-99.7926134477008,2598,2630.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback768_threshold_bps0,5.926628989316894,single_symbol,symbol_reversal,1.0,768,0,False,False,-72.42558786465784,-59.07571011063006,-68.37001088371743,-27.428976519838788,-68.37001088371743,-99.80009553512508,1541,2994.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback768_threshold_bps100,5.926628989316894,single_symbol,symbol_reversal,1.0,768,100,False,False,-68.7527171346777,-64.14844249555229,-56.27361876499209,-29.727654265412674,-56.27361876499209,-99.80162999904884,2634,2638.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback384_threshold_bps400,5.926628989316894,single_symbol,symbol_reversal,1.0,384,400,False,False,-66.38022520156461,-69.06827483949004,-54.36279085612949,-16.310510828974568,-54.36279085612949,-99.96623193790948,2517,2518.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback384_threshold_bps200,5.926628989316894,single_symbol,symbol_reversal,1.0,384,200,False,False,-75.18727069159576,-82.86765063159795,-67.12178874595385,-18.832152644614453,-67.12178874595385,-99.99559240978022,3685,3686.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback384_threshold_bps100,5.926628989316894,single_symbol,symbol_reversal,1.0,384,100,False,False,-82.43033816693797,-84.82415879057181,-74.76448700764098,-24.8689277593282,-74.76448700764098,-99.99851140833064,4466,4477.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback384_threshold_bps0,5.926628989316894,single_symbol,symbol_reversal,1.0,384,0,False,False,-82.56954299134952,-84.92841033318439,-74.47091758436409,-31.99040886357768,-74.47091758436409,-99.9988163705534,2741,5396.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback384_threshold_bps20,5.926628989316894,single_symbol,symbol_reversal,1.0,384,20,False,False,-84.96330099813653,-84.90240296646643,-78.76728652418696,-26.862011304388638,-78.76728652418696,-99.9990134944199,5011,5404.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev1p0_symbolBTCUSDT_lookback384_threshold_bps50,5.926628989316894,single_symbol,symbol_reversal,1.0,384,50,False,False,-85.46317576973968,-85.19746922465123,-79.46954422987966,-17.714811422461963,-79.46954422987966,-99.99920329907032,4964,5016.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev4p0_symbolBTCUSDT_lookback16_threshold_bps400,5.916628989316894,single_symbol,symbol_reversal,4.0,16,400,False,False,-15.723892303883323,-2.7835115805772803,-27.297592800268987,8.147815948525206,-27.297592800268987,-97.43701420667064,432,1728.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev4p0_symbolBTCUSDT_lookback64_threshold_bps400,5.916628989316894,single_symbol,symbol_reversal,4.0,64,400,False,False,-72.65535005709496,-68.75425197319306,-46.90420527098716,-61.10173024726369,-61.10173024726369,-99.99999382426952,1529,6120.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev4p0_symbolBTCUSDT_lookback96_threshold_bps400,5.916628989316894,single_symbol,symbol_reversal,4.0,96,400,False,False,-93.43149490429585,-90.6205089314139,-50.8799453493437,-46.34822410037114,-50.8799453493437,-99.99999980096295,1943,7776.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev4p0_symbolBTCUSDT_lookback16_threshold_bps200,5.916628989316894,single_symbol,symbol_reversal,4.0,16,200,False,False,-94.00048293569488,-97.9666488012835,-93.6278030617607,-77.21774521171471,-93.6278030617607,-99.99999999999704,2811,11248.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev4p0_symbolBTCUSDT_lookback192_threshold_bps400,5.916628989316894,single_symbol,symbol_reversal,4.0,192,400,False,False,-98.6925726169704,-98.32954602403645,-81.23960197171012,-72.25002822895692,-81.23960197171012,-99.99999999999932,2237,8952.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev4p0_symbolBTCUSDT_lookback96_threshold_bps200,5.916628989316894,single_symbol,symbol_reversal,4.0,96,200,False,False,-99.74311750203644,-99.80881354862142,-96.46099897627568,-91.12431689988811,-96.46099897627568,-100.0,5199,20808.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev4p0_symbolBTCUSDT_lookback192_threshold_bps200,5.916628989316894,single_symbol,symbol_reversal,4.0,192,200,False,False,-99.86050175531514,-99.95368358330964,-98.61261942276796,-91.7841266098364,-98.61261942276796,-100.0,4877,19512.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev4p0_symbolBTCUSDT_lookback64_threshold_bps200,5.916628989316894,single_symbol,symbol_reversal,4.0,64,200,False,False,-99.5918429412508,-99.92709998022116,-99.33376597293004,-92.69931366092324,-99.33376597293004,-100.0,5193,20776.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev4p0_symbolBTCUSDT_lookback96_threshold_bps100,5.916628989316894,single_symbol,symbol_reversal,4.0,96,100,False,False,-99.98273558457656,-99.9959574510344,-99.87102101991148,-98.7060256523162,-99.87102101991148,-100.0,8188,32816.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev4p0_symbolBTCUSDT_lookback192_threshold_bps0,5.916628989316894,single_symbol,symbol_reversal,4.0,192,0,False,False,-99.99884217123544,-99.99615975309716,-99.87751240077354,-97.43905609132035,-99.87751240077354,-100.0,4085,32296.0,41,1,BTCUSDT,,
2025-06,single_symbol_symbol_reversal_lev4p0_symbolBTCUSDT_lookback192_threshold_bps100,5.916628989316894,single_symbol,symbol_reversal,4.0,192,100,False,False,-99.9606531011545,-99.99440808794256,-99.89443946826827,-96.730841607216,-99.89443946826827,-100.0,6679,26784.0,41,1,BTCUSDT,,
