timestamp,api_binance_returned,data_api_binance_vision_returned
2023-03-24T12:45:00+00:00,False,False
2023-03-24T13:00:00+00:00,False,False
2023-03-24T13:15:00+00:00,False,False
2023-03-24T13:30:00+00:00,False,False
2023-03-24T13:45:00+00:00,False,False
