month,log_return,first_equity,last_equity,min_drawdown,turnover,orders,return_pct,drawdown_pct
2023-01,0.09689820688402676,1.0,1.1017482175286681,-0.10065416811997696,40.0,10,10.174821752866814,-10.065416811997697
2023-02,0.02920032010858311,1.0973500269040553,1.1343939311995785,-0.046869876631943974,28.0,10,2.9630829577503626,-4.686987663194397
2023-03,0.02299254047123616,1.1343939311995785,1.160778693567608,-0.1762413787183731,64.0,16,2.325890648950213,-17.62413787183731
2023-04,0.014092858260703282,1.1561448526536187,1.1772531969244537,-0.2509977599066021,128.0,32,1.4192630729817912,-25.099775990660213
2023-05,0.04239511089840421,1.1772531969244537,1.2282360527555045,-0.041154254500376575,16.0,10,4.330661914042144,-4.115425450037657
2023-06,0.055572089350560704,1.2282360527555045,1.298423876179368,-0.048575871323848996,22.0,10,5.714522323815507,-4.8575871323849
2023-07,-0.3534892709069347,1.298423876179368,0.9117967779501093,-0.34272426576798176,104.0,26,-29.776647312348782,-34.272426576798175
2023-08,0.21006406818086992,0.9117967779501093,1.1249357503746917,-0.41172693252454995,64.0,16,23.37571019978366,-41.172693252455
2023-09,-0.5041085418167554,1.120444994871871,0.6795104826061555,-0.5278869230951664,128.0,32,-39.595618471559334,-52.78869230951664
2023-10,0.025156123354365803,0.6795104826061555,0.6968211539349962,-0.5294710938133032,16.0,10,2.5475208656750015,-52.947109381330314
2023-11,0.04646957438790804,0.6968211539349962,0.7299662923074963,-0.5838883094747598,48.0,12,4.756620574063697,-58.38883094747598
2023-12,0.06677811372046351,0.7299662923074963,0.780376481538396,-0.48680311383712294,16.0,10,6.9058242499866695,-48.680311383712294
2024-01,0.04352674189358831,0.780376481538396,0.8150938123293799,-0.4539377708949194,16.0,10,4.448792552351644,-45.39377708949194
2024-02,0.0922295384828267,0.8150938123293799,0.8938453308891876,-0.46973683502481,34.0,10,9.661650888350026,-46.973683502481
2024-03,0.06831407499289191,0.8902770908034545,0.9570415689556516,-0.4384474351066361,40.0,10,7.070153625303055,-43.844743510663605
2024-04,0.19825942173037622,0.9532210488141375,1.1669003619294818,-0.4645714921193248,104.0,26,21.927866017652022,-46.45714921193248
2024-05,0.05784160998682354,1.162242083250159,1.2363859653374214,-0.17962015710133572,16.0,10,5.954716073019695,-17.96201571013357
2024-06,0.036922145577525954,1.231450299388855,1.2828892048066551,-0.14107906070993737,22.0,10,3.761223499212285,-14.107906070993737
2024-07,0.11004838524527828,1.2777678974305888,1.432130378457345,-0.09807514108965687,16.0,10,11.633208315380749,-9.807514108965687
2024-08,0.08515213079145315,1.4264132987257496,1.559422002822704,-0.1719670666957458,32.0,14,8.888270668657583,-17.19670666957458
2024-09,0.04914051120842357,1.559422002822704,1.637966859290174,-0.06302694335302705,24.0,12,5.036792883856722,-6.302694335302705
2024-10,0.050741973992350496,1.6314280781336987,1.7232253301491365,-0.04967484415039747,22.0,10,5.205140163575117,-4.967484415039747
2024-11,0.031225942242365093,1.7163461962684774,1.7778836016095436,-0.043557132647023655,16.0,10,3.1718586364835266,-4.3557132647023655
2024-12,0.053034599805867264,1.7778836016095436,1.8747180388667308,-0.1908794813264323,42.0,12,5.446612881153845,-19.087948132643227
2025-01,0.07102812815615647,1.8672341444785634,2.012718703593844,-0.04283280385297372,28.0,10,7.361142415343425,-4.283280385297372
2025-02,0.053363342515009765,2.00468390908155,2.1230415194780585,-0.08167029931321612,28.0,10,5.481283384867708,-8.167029931321611
2025-03,0.02669514916539663,2.1145663151091534,2.180479678661277,-0.08357406953101232,16.0,10,2.7054656565237423,-8.357406953101233
2025-04,0.0027189893528192684,2.180479678661277,2.1864164470391048,-0.1340421349717381,46.0,16,0.2722689156852365,-13.404213497173812
2025-05,0.06612555573613933,2.1864164470391048,2.3358817285173434,-0.061580844572475035,16.0,10,6.836084757807592,-6.1580844572475035
2025-06,-0.006540808724400507,2.3358817285173434,2.320653031219395,-0.1313452964768197,48.0,12,-0.6519464197193847,-13.134529647681969
2025-07,0.03392349863974751,2.320653031219395,2.4007282376554957,-0.10549537803568354,37.5,12,3.4505462625761263,-10.549537803568354
2025-08,-0.3201519479168353,2.386366995041108,1.7430216294209595,-0.41390506147485373,242.0,48,-27.396129137750293,-41.390506147485375
2025-09,-0.1463086279273702,1.7430216294209595,1.5057807701623114,-0.5692003206653244,228.0,38,-13.610895886441776,-56.92003206653244
2025-10,0.07522947186747088,1.5057807701623114,1.623429715573876,-0.41170764142883765,14.0,10,7.813152335507811,-41.17076414288376
2025-11,0.03575806830768549,1.623429715573876,1.6825307992490939,-0.35753898389086847,26.0,12,3.640507692341055,-35.75389838908685
2025-12,0.05392536225599921,1.6825307992490939,1.7757528081292986,-0.3433406066854615,14.0,10,5.5405826105417555,-34.33406066854615
2026-01,0.04839146428387594,1.7757528081292986,1.8637972046477902,-0.3302462044016645,25.5,10,4.958144856391544,-33.02462044016645
2026-02,0.024222259830503995,1.8526479027734122,1.9094937878375098,-0.26101943511701364,26.0,12,2.4518001784617383,-26.101943511701364
2026-03,0.05532628054211154,1.8980711273598785,2.0181161049260194,-0.2838713871949293,14.0,10,5.688539956525496,-28.38713871949293
2026-04,0.05135175855989113,2.00604366184302,2.1244569430135463,-0.2904518554679948,86.0,22,5.269312198042497,-29.04518554679948
2026-05,-0.18275887596369425,2.1244569430135463,1.7696067336555001,-0.3908508598275168,218.0,44,-16.703101963304114,-39.08508598275168
