oracle_id,source_id,source_name,hard_pass_original_2025_2026_ytd,return_2023_pct,return_2024_pct,return_2025_pct,return_2026_ytd_pct,min_target_year_return_pct,total_eval_return_pct,non_positive_months,losing_eval_months,min_monthly_return_pct,min_monthly_orders,orders,turnover,cost_log,selected_candidate_count
strategy_33_order10_oracle,strategy_33,33号多币种15m免费期货候选池,True,5474067.323343798,148266201.79221553,17665719.090884987,4414.400915247049,4414.400915247049,6.472833367869371e+19,[],0,25.642113970043635,14,4312,19136.0,19.136,32
strategy_37_order10_oracle,strategy_37,37号BTC 3m多周期事件池,False,702.7306925729528,981.506129993024,503.35229182220996,157.8856491356202,157.8856491356202,134981.84875914658,"['2024-04', '2025-10']",2,-1.3674680289435082,12,2045,7936.0,7.935999999999999,30
