year,log_return,compounded_return_pct,months,losing_months,min_monthly_return_pct,min_monthly_orders,orders_sum,max_drawdown_pct
2025,1.6747332486445217,433.737120815807,12,0,4.488453572042084,11,158,-29.40311707059142
2026,1.2825764439683385,260.5918213916581,6,0,11.565887551519282,11,72,-29.2524969522971
