month,log_return,first_equity,last_equity,min_drawdown,turnover,orders,return_pct,drawdown_pct
2025-01,0.0571229728185399,0.9999000049998333,1.058786004289359,-0.1755076110748066,66.0,12,5.8786004289359095,-17.55076110748066
2025-02,0.1025146992509897,1.0586801309826837,1.1730857522473876,-0.07577983544920897,20.3,13,10.795358787798182,-7.5779835449208965
2025-03,0.34854514671692954,1.172648963878496,1.6622678069252848,-0.28832514363126105,65.9,11,41.7004514581075,-28.832514363126105
2025-04,0.17768113995832296,1.6621015884556543,1.9854864731435484,-0.2940311707059142,80.0,16,19.444439991659614,-29.40311707059142
2025-05,0.16267498321787036,1.9852879344233354,2.3362309880837415,-0.11041711734270554,48.0,12,17.665419517307136,-11.041711734270553
2025-06,0.12022370634822158,2.335997376665699,2.6346824128870976,-0.1815275883768278,48.0,12,12.774910799730277,-18.152758837682782
2025-07,0.08781515310132494,2.6344189578187818,2.8765101370655892,-0.1266719108852319,48.2,14,9.178629006503147,-12.66719108852319
2025-08,0.09101474132181223,2.8762225004339537,3.150598840088801,-0.09124752489812216,32.2,12,9.528515109034807,-9.124752489812217
2025-09,0.043906387178500296,3.1502837959572614,3.292012006267483,-0.2227604026224147,64.0,14,4.488453572042084,-22.27604026224147
2025-10,0.11288325522375074,3.2916828215263676,3.6854114882117925,-0.17782653140380156,51.9,16,11.950122939871921,-17.782653140380155
2025-11,0.20004930992724415,3.6850429654894143,4.501593724443437,-0.10856216691394205,36.2,14,22.146298692623635,-10.856216691394206
2025-12,0.17030175358101537,4.501143587578211,5.337371208158064,-0.1125111849935162,32.2,12,18.56625752733738,-11.25111849935162
2026-01,0.10944515013232718,5.336837497723216,5.954685560300788,-0.2098909446623689,68.3,13,11.565887551519282,-20.989094466236892
2026-02,0.2593753564052713,5.903351424904103,7.717988361779509,-0.2442711463198599,60.1,11,29.612022055949573,-24.42711463198599
2026-03,0.21158692714390342,7.717216601531985,9.536634851752332,-0.292524969522971,36.0,12,23.563737138798956,-29.2524969522971
2026-04,0.18975958475467902,9.53568123594874,11.529399680809554,-0.11229497873015382,36.0,12,20.895891056278117,-11.229497873015381
2026-05,0.13330054833545787,11.528246798486547,13.173415419324387,-0.0950269055650087,32.2,12,14.259335126106066,-9.50269055650087
2026-06,0.37910887719669967,13.172098143647334,19.246124053931137,-0.2113058144879908,54.7,12,46.09820947192284,-21.13058144879908
